OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Ayudaría mucho el implementar ayuda para el tránsito de discapacitados,  teniendo en cuenta que hay gente qué trabaja en Ilunion/Once","Ayudaría ayuda el discapacitados mucho para auxilio el tránsito de discapacitados, teniendo en carrera que hay personas qué Ilunion/Once en",0.90768635,0.5333333333333333
"Está bien, pero no es accesible en silla de ruedas y muchas veces no hay nadie en la taquilla. No suele haber mucha gente y los fines de semana es un sitio perfecto para bajar en coche a Madrid, dejarlo aparcado en Suances por qué hay mucho sitio y es gratis, y bajar al centro en metro. Justo al lado está el parque de la Quinta de los Molinos, es muy bonito, muy recomendable para dar un paseo, está lleno de rincones muy bonitos.","Está bien, pero no gente abordable bonitos en gratis, de ruedas y muchas no aparcado nadie en la taquilla. No sin Suances aluminio vuelta suele sustancialmente cargo y los fines de semana es un Justo para bajar en a Madrid, en puro veces por qué hay lugar mucho pueblo y es silla y deteriorar al centro en metro. lugar número 13 lado está el parque para bebés de la Quinta de los lugar Molinos, es mucha bonito, recomendable para dar lugar un paseo, está de rincones sustancialmente bonitos.",0.87243736,0.6226415094339622
"No hay cobertura en esta parte de la L5","hay No revestimiento en esta parte hay de la",0.58609843,0.5
"Maravilloso lugar lleno de historia y tranquilidad.","Maravilloso tranquilidad. de historia historia y lleno",0.95240295,0.8
"Estación de metro estandar. Han quitado a los taquilleros y han puesto seguridad, debe ser que son más baratos.","Estación de oficina Han quitado a los taquilleros y estacion han metro seguridad, ser debe quitado vivo que canción más",0.75168246,0.5333333333333333
"Muy bien el sector","Muy bien el considerablemente",0.6930729,0.5
"No me ha parecido diferente a las demás","No me similar ha distinto a las demás",0.7403691,0.42857142857142855
"Estación de metro. Limpio. El servicio del personal fue amable.","Estación de metro. Limpio. servicio El personal del personal fue",0.96133107,0.875
"No está adaptado para nada para personas con movilidad reducida","está adaptado para nada para gente con movilidad reducida" movilidad",0.8620783,0.5
"Siempre por cada metro que va con dirección a valdecarros pasan dos dirección a pinar de Chamartín, por lo menos por la mañana. Se esperan 7 minutos mientras ves pasar 2 metros enfrente, o a veces incluso tres.","por cada tren subterráneo dirección que va con va a chamartin valdecarros 2 dirección a pinar de tres. por lo por la subterraneo mañana. Se esperan 7 minutos mientras ocurrir pasan metros enfrente, o a veces incluso Chamartín,",0.83537537,0.6538461538461539
"Necesitaría acceso para discapacitados, por las escaleras y por la estrechez en el acceso en los tornos. Por lo demás buena conexión ocn el centro.","Necesitaría para demas discapacitados, por las tornos. y por la estrechez en el entrada en los necesitaria buena Por lo demás unión ocn el centro.",0.8677661,0.6153846153846154
"Todo bien","bien" bien",0.7659421,0.5
"Se podría mejorar los accesos y el mantenimiento del sitio ya que esta muy anticuado","Se podría mejorar los accesos y el mantenimiento del puesto peor progresar que esta anticuado",0.86491466,0.5
"muy bueno","muy bueno",1.0,1.0
"Un buen sitio","Un buen buen",0.71946466,0.5
"No hay acceso para sillas de ruedas, eso es suficiente para que lo suspenda, es una estación de metro, todas las estaciones de metro deberían tener acceso para sillas de ruedas.",""No hay entrada para sillas de ruedas, suficiente es eso para metro, ruedas." que lo suspenda, es una estación de todas las estaciones de tren subterráneo deberían dar a luz para sillas de subterráneo ruedas",0.9068271,0.631578947368421
"Estación clave en Madrid que conecta bien, pero a menudo está abarrotada y podría mejorar en señalización y comodidades.","Estación comodidades. en senal Madrid que abarrotada pero a menudo está y podría mejorar en señal y clave",0.9488971,0.6666666666666666
"Estación vieja y poco modernizada para ser accesible a discapacitados en movilidad. No dispone de buena ventilación o aire acondicionado, ni en el andén, ni en la propia línea 1, que ya es para darle al ayuntamiento con la mano abierta.","aireacion y ligeramente modernizada para organismo abordable a baño darle en movilidad. No dispone de buena aireación o gas acondicionado, ni ayuntamiento en el andén, ni en la accesible propia línea de transmisión vieja que todavía para al Estación con la mano abierta.",0.736272,0.5151515151515151
"La estación es de las más antiguas del metro de Madrid. Pertenece a la línea 1. Conserva parte del tramo original. La estación suele estar limpia. Lo malo es la salida la gente que hay en la plaza","La partida estación Madrid. de las más original. del metro de Pertenece a la parte Conserva del del recta antiguas La estación suele estar limpia. Lo malo es personas la la línea que hay en la plaza",0.93022037,0.7083333333333334
"Estación muy antigua. A veces no puede con el tránsito que tiene. La plaza, por un lado tiene encanto y vidilla, por otro lado está perpetuamente llena de gente borracha que utiliza las jardineras como baño.","Estación muy encanto A veces no puede con el liberación que llena La utiliza plaza, por un pueblo antigua. y tiene. vidilla, por otro borde está plaza siempre llena de que utiliza las jardineras como baño.",0.8460492,0.625
"Una estación bonita. Tenemos mucha suerte tener este sistema de metro, porque es muy buena","Una estación bonita. suerte buena suerte nacer este sistema de metro, porque es considerablemente Tenemos",0.9360954,0.6153846153846154
"Esta estación de metro no tiene escaleras eléctricas","Esta tren eléctricas de metro no tiene escaleras subterráneo",0.889088,0.625
"Agradable …","grato …",0.45476487,0.0
"Tiene una entrada hermosa. Algo sucia","Tiene una entrada hermosa. Algo entrada",0.9473252,0.75
"Estacion muy hermosa","considerablemente Estacion hermosa",0.7843094,0.5
"Muy bonito lugar pintoresco, todo fue excelente!","Muy lugar pintoresco, fue todo fue precioso",0.8021546,0.625
"Buen lugar pero con mucho nordel.","Buen pero con nordel. buen mucho",0.9118292,0.75
"Súper.","extra",0.3227866,0.0
"BIEN",""BIEN"",0.9632277,1.0
"carlo","carlo",1.0,1.0
"Una estación recien reformada . Recien pintada diría yo. Sin acceso a minusvalidos, sin ascensor, solo pusieron los espendedores nuevos de tarjeta... Se tiraron mucho tiempo con la obra y más de lo mismo, una vergüenza de estación. Aparte de mucho tiempo de espera entre trenes.…","Una reformada recien . Aparte pintada diría Sin entrada a minusvalidos, sin ascensor, solitario pusieron los espendedores de tarjeta... Se tiraron mucho entrada yo. con reformada la estacion y más de lo nuevos una vergüenza de estación. Recien pusieron de mucho tiempo de espera entre",0.92247593,0.7083333333333334
"Vestíbulo grande con 2 salidas a la calle Alcalá, una en los pares y otra en los impares. No tiene ascensores","Vestíbulo grande con 2 a la Alcalá, tiene una impares en los pares y otra calle en los impares. No tiene",0.89845264,0.8333333333333334
"Muy bien","bien Muy",0.9856068,1.0
"SIN ASCENSOR una vergüenza","SIN una ascensor ASCENSOR",0.8655509,0.5
"Buena estación, todo muy organizado y limpió.","Buena estación, todo sustancialmente limpió. y organizado",0.96095014,0.7142857142857143
"Apacible","quieto",0.20875226,0.0
"Si vas a algún sitio con prisa, Tres Olivos es la estación a evitar. No hay explicación razonable a por qué al llegar un tren, en vez de esperar 15 segundos a esos pasajeros, el otro tren se vaya rápidamente antes de que puedan subirse.Y tengan que esperar un promedio de 6 ó 7 minutos hacia Infanta Sofía. En verano, fines de semana o en las noches, puede llegar a 15 minutos de espera, porque no se les ha esperado 15 segundos para que puedan subirse. Llevo décadas usando el Metro en Madrid y es un metro excelente en comparación con el de muchas otras ciudades. Pero Tres Olivos, al margen del cambio de tren, es la estación peor organizada de todo el Metro. Los cambios de tren en hora punta son (evitablemente) caóticos al no haber tornos suficientes, y en horario normal también hay problemas: el tren se queda parado sin avanzar a 20 metros de la estación (esto ocurre muy a menudo), o el conductor se queda un buen rato con las puertas abiertas sin arrancar (y no para esperar al siguiente tren, ya que luego sí arranca rápido cuando llega el otro tren sin que nadie pueda subir), o cuando por fin llega el tren después de mucho esperar resulta que ""no admite viajeros"", o que haya que ir al andén de enfrente y todo el mundo agolpándose subiendo y bajando escaleras para no perder el tren que está en el otro andén, o que el conductor se lo tome con demasiada calma paseando hasta la cabina para poner el tren en marcha, ya que no hay ninguna prisa para él... sí para los pasajeros que llevan 10 minutos esperando. Tres Olivos no es como un trasbordo entre diferentes líneas de Metro. Es mucho peor: en tiempos, en mala coordinación, en gente muy nerviosa por el caos de esta estación... Veo a diario personas mayores, o con niños, o con necesidades especiales para las que esta estación es un gran reto. No hablo solo de que hay que cambiar de tren (lo cual ya de por sí es un trastorno y no tiene sentido al no ser cambio de zona/tarifa), sino de los múltiples fallos evitables que tiene el uso de esta estación. ¿No es posible pensar un poco más en los viajeros en esta estación? ¿Tan difícil es coordinar la llegada de un tren con la salida del otro? ¿Cuesta tanto poner más tornos? ¿No es posible que cuando un tren no admite viajeros, el siguiente tren tarde un poco menos, en vez de un poco más (como suele ocurrir)? Lo de esta estación es un despropósito, y no es casualidad que varias personas conocidas que viven en zona norte, han acabado cambiando el metro por el coche por los inconvenientes de Tres Olivos. [En la imagen, la espera tras un tren que se ha ido mientras bajábamos del otro, y no ha sido capaz de esperar 15 segundos para evitar que todos los pasajeros esperemos 15 minutos].","Si vas a algún decadas puesto con prisa, Tres es la pueblo a evitar. (y perder escaleras razonable a por qué llegar al un en vez de organizada capaz a esos pasajeros, el enfrente bajabamos se caóticos rápidamente problemas puedan de que antes tengan que prever un promedio de 6 minutos segundos hacia ligeramente tuerca ¿No de semana o en las ciudades. partida llegar a evitar minutos es de estación porque otro? se les ha esperado segundos para que puedan subirse. Llevo décadas metros el Metro en y es un metro en comparación con el de muchas puede Pero Tres descartar Olivos, imagen, más del cambio de tren, fines es la peor 15 de considerablemente el Los tren, de marcha, en segundos punta canción potencial número atómico 13 suficientes, y en horario usual también hay problemas: el se queda sin a nerviosa usando de la quiosco (esto ocurre a menudo), tengan o el conductor niños, (como se queda un buen múltiples con las puertas abiertas sin no para aluminio es tren, espera que sí arranca rápido cuando tengan el otro sin que veo nadie pueda subir), o cuando por fin llega el ferrocarril después de mucho esperar minutos]. que ""no admite viajeros"", o que haya que ir al arrancar de otro y todo el muy agolpándose y cambiar pasajeros buen para no ferrocarril el ferrocarril que está ferrocarril en olivos el otro andén, o que el conductor se lo tome es con demasiada ponderación hasta la para poner el tren en aluminio fagus que no hay no ninguna minutos prisa para sí para los pasajeros que horario 10 minutos tiene Tres Olivos no es como un anden ferrocarril entre diferentes de Metro. Es mucho peor: en tiempos, en mala siguiente coordinación, en personas subterráneo 20 por el vandalismo de esta estación... Veo a diario ferrocarril personas hay o con Madrid o con tarde especiales para las que esta estación es un gran agolpandose reto. No solo de minutos que hay que bajando de ferrocarril (lo cual aún de por sí del es un trastorno y no sentido al no organismo giro de zona/tarifa), sino de los rato fallos evitables que tiene el ferrocarril costumbre de esta estación. verano, es pensar un Sofía. margen en los viajeros fines en esta ¿Tan difícil es coordinar la llegada de un tren con ferrocarril ligeramente la salida del mayores, ¿Cuesta puedan tanto poner más tornos? ¿No es potencial que cuando un ferrocarril no admite viajeros, el siguiente ferrocarril llevan subirse.Y un ligeramente menos, en vez tornos de un poco más estación suele Lo de esta estación tres es un despropósito, y bajabamos no es casualidad que varias estación que viven en norte, área han acabado cambiando el tren subterráneo por el máquina por los inconvenientes de Tres Olivos. [En luego la tren la ya tras un tiene tren que se ha ido mientras bajábamos del otro, y no ha sido esperando. de esperar 15 ferrocarril segundos para 15 que todos los pasajeros esperemos 15 resulta",0.89677536,0.7067307692307693
"Un infierno de transbordo. Todos los días se te va un tren en las narices (digo yo que están en contacto unos con otros y saben cuándo llegan y se van), algo que no es casualidad… parece hecho para enfadar aún más al viajero, que tiene que ir aguantando que el metro se pare en el túnel y que vaya hasta los topes (tren corto). No llegaría el dinero para hacer algo un poco mejor… Claro que para otras cosas sí hay dinerito.","más aguantando "Un averno de transbordo. Todos los días se te va un en las llegaría (digo yo que enojar en contacto unos con otros y están cuándo es y se van), algo que no llegan casualidad… parece acción para topes aún digo aluminio viajero, ferrocarril que tiene que aguantando que el tunel no tren sí se pare en el túnel y que hasta los No corto). el hay para hacer algo un poco mejor… Claro que para abismo otras cosas subterráneo dinerito."",0.8109896,0.6458333333333334
"Sinceramente me parece una tontería cambiar de tren para seguir en la línea 10 hasta otras paradas, además de tener que pasar por tornos que no tienen ningún sentido, siendo la misma zona tarifaria, pero bueno. Salvo eso la estación es amplia, moderna, está habilitada para gente con discapacidad y está limpia.","discapacidad me tornos una gilipollez mudar de ferrocarril para estar al corriente en la línea de transmisión 10 hasta personas paradas, en cualquier caso de zona al mundo que recrudecerse por que no minusvalía ningún humanidad siendo la misma traer tarifaria, pero bueno. Salvo eso la estación paradas amplia, estupidez moderna, habilitada para otras sentido, con cambiar y está limpia."",0.7653303,0.4489795918367347
"Estáis cobrando por hacer transbordo quién viene de la línea 10 de las tablas un viaje más? No tenéis vergüenza.","Estáis cobrando por hacer transbordo quién No viene de la cable 10 de las un viaje más? locomoción tenéis vergüenza.",0.8529769,0.7142857142857143
"La peor estación de metro sin duda. El maquinista cierra las puertas en las narices cuando llega el otro metro para hacer el trasbordo. Esperas largas. Cuando llega el siguiente, indica que no acepta viajeros. Incluso llendo con tiempo vas a llegar tarde.",""La peor de tren subterráneo sin duda. El maquinista cierra las puertas en las venir cuando llega el otro metro para narices el trasbordo. Esperas largas. Cuando otro llega peor el siguiente, hacer indica que no Incluso viajeros. acepta con vas a hacer indica",0.8681366,0.7142857142857143
"Que retraso de estación, tener que hacer un trasbordo, y ni hablar del máster que hay que hacer para comprar un ticket para chamartín, deberían de tener el sistema de Londres, se ahorrarían mucho, yo tengo deficiencia visual y me fue un calvario llegar al hospital infanta Sofía","Que estación, de retraso clínica informar que hacer un mucho, y ni decir sistema máster que hay que hacer para adquirir un ticket para chamartín, deberían de tener el del de sofia se infanta trasbordo, Londres, yo deberian deficiencia óptico y me un calvario al hospital Sofía",0.86604273,0.625
"Estación amplia, limpia y bien señalizada. Problema: hay que cambiar de tren porque el gobierno de la CAM en su día quería cobrar en función de los pasajeros a partir de ese tramo.","Problema: amplia, limpia y romper bien Estación hay que cambiar de ferrocarril queria porque el de la CAM en su día quería función mudar en recibir de los a mudar de ese tramo.",0.8524027,0.5454545454545454
"Humillante, vergonzoso e inhumano. Que un un anden de 10 metros de largo por 5 de ancho tengan que haber mas de 200 personas apelotonadas como si fuéramos vacas esperando ir al matadero. Que ya no es que esperan a que venga un tren para juntarnos, es qué se esperan a juntar uno dos y tres trenes para acumular 200 personas y meternos a presión.","10 vergonzoso e inhumano. Que un un 200 de humillante metros de largo por 5 de humillante venga tengan que al mas de gente apelotonadas como 200 si es vacas esperando ir crédito matadero. Que ya no largo esperan que aún fuéramos a que amplio un ferrocarril para juntarnos, es qué se esperan a acoplar uno y para personas 200 amontonar y meternos a",0.91296166,0.5853658536585366
"Una de las peores estaciones de metro. Siempre retrasos, no tiene ningún sentido el cambio de trenes para la misma línea. Un despropósito de estación.","Una de las peores de ningún retrasos, no tiene metro. apreciar el vuelco de trenes tren subterráneo para la misma ningun línea. Un despropósito de estación.",0.85912335,0.5789473684210527
"No tiene sentido que obligar a las personas a cambiar de andén y validar el puñetero ticket formándose unas colas a las 07h00 de la mañana.","anden tiene apreciar que obligar a las gente a mudar de colas y pueblo el puñetero formándose ticket unas andén a las 07h00 de la mañana."",0.84719276,0.5
"No entiendo cómo a estas alturas hay estaciones como estas, en las que te tienes que cambiar de tren para seguir hasta tu destino, siendo la misma línea. A causa de esto, es frecuente encontrarte trenes que no admiten viajeros, largas colas y trenes sobreocupados...","mudar entiendo cómo a estas misma alturas estaciones como estas, en las que te tienes que frecuente viajeros, de ferrocarril admiten para estar al día hasta tu siendo destino, la línea. A causa de esto, es frecuente encontrarte No que no admiten linea largas y sobreocupados...",0.7730565,0.6206896551724138
"A parte del cambio innecesario de tren que ya comenta todo el mundo, se supone que debería haber trenes hasta las 2:00 y ya me ha pasado en dos ocasiones el llegar sobre la 1:15 y encontrarme con que ya no hay trenes que circulen en dirección Hospital Infanta Sofía, encontrándome con la única posibilidad de coger un taxi para llegar a mi destino con el gasto que ello supone...","A parte venir vuelco innecesario 115 peor de tren que aún comenta no todo el mundo, se 1:15 que crédito trenes hasta las 2:00 y aún me ha encontrarme en ocasiones el dirección sobre la supone y unica parrafear con que peor dos hay trenes que circulen en del supone... sofia Infanta Sofía, encontrándome con la única posible de coger un taxi para venir a mi dirección con el que dos",0.7937679,0.5813953488372093
"Fatal estación en la que te hacen cambiar de vía y de metro para continuar en la misma línea 10. Hay tornos de por medio, aglomeraciones y colas. A veces hacen esperar un metro a que llegue otro y se llene más. Nefasto.","Fatal estación en la que te mudar de vía y de 10. subterráneo para proseguir en la veces nefasto cable tren tornos llegue de por medio, misma y colas. A aglomeraciones hacen esperar un tren subterráneo ferrocarril a que llegue otro y se llene Nefasto.",0.7132157,0.5925925925925926
"Todo bien",""Todo todo",0.7768584,0.5
"No coinciden los trenes de ambos andenes, lo que produce aglomeración","produce coinciden los trenes de aglomeracion ambos lo que No aglomeración",0.905544,0.8571428571428571
"Una pérdida de tiempo enorme y un fastidio tener que cambiar de tren para seguir en la misma línea.",""Una derrota de seguir y un fastidio alumbrar que cambiar de ferrocarril para misma en la línea." tiempo",0.81549925,0.46153846153846156
"Buenas instalaciones. Como todas las de metrónomo. Buenos accesos. Siempre limpio y ordenado. Buena refrigeración.","Buenas instalaciones. Como todas las de metrónomo. buenos días ordenado. constantemente preciso y accesos. Buena refrigeración.",0.9552471,0.6153846153846154
"El metro muy estable muy ordenado y con mucho control","El tren control estable considerablemente ordenado y ordenado con mucho subterráneo",0.6573909,0.4444444444444444
"Solo a un imbécil se le podía haber ocurrido lo del cambio de tren.",""Solo a un tren." se le podía crédito ocurrido lo cambio de tonto ferrocarril",0.806712,0.45454545454545453
"A pesar de todas las críticas negativas, limitándome a reseñar el lugar y no el sistema de transporte, siempre lo he pasado bien. No es el lugar más intuitivo, especialmente para un turista, pero se hace entender y al final cada vez que he estado allí he cogido el tren correcto. Si tienes alguna duda, pregunta a otros pasajeros, suelen ser personas que lo utilizan todos los días y suelen estar encantados de ayudarte.","A pesar de todas las críticas limitándome a pasajeros el y no el sistema de transporte siempre lo pasado bien. No es el duda crédito para un turista, pero se hace tienes y al cierre cada más vez que he ferrocarril en ese lugar he cogido el tren correcto. Si ser tienes alguna duda, pregunta a otros transporte, pasajeros, suelen de días reseñar pueblo que lo utilizan todos los lugar y suelen haber encantados de ayudarte.",0.8995081,0.6956521739130435
"Normal","usual",0.7083545,0.0
"Buena parada i con la line 10","Buena buena i escala con la line 10",0.88754416,0.6666666666666666
"Pésimas las escaleras interminables","pesimas "Pésimas las interminables"",0.8821943,0.6666666666666666
"Viajar en metro en Madrid me parece la mejor opción, son corte de calles, siempre a tiempo, limpieza, orden y todo en horario Bien de seguridad","Viajar en tren horario en Madrid me parece la mejor opción, son recorte subterráneo de calles, siempre a limpieza, ordenación y en limpieza horario Bien de todo",0.85422575,0.5714285714285714
"Mala señalización interior, solo 2 líneas de metro y es complicado el transbordo entre una libra y otra","subterráneo signo interior, libra 2 líneas de transbordo tren Mala y complicado el transbordo entre una y otra",0.81083405,0.5333333333333333
"La comida bien y muy buena la atención","La alimento bien y muy buena la pendiente estar",0.6828331,0.375
"Como toda estación de metro","Como metro toda de toda",0.93263185,0.6666666666666666
"Estación bien comunidada.","comunidada. bien Estación",0.98142236,1.0
"Un lugar emblemático de Madrid","Madrid" "Un emblemático de emblematico",0.84508526,0.6666666666666666
"muy limpia",""muy sustancialmente",0.46670255,0.3333333333333333
"Mítica estación. Salir y estar de fiesta","estacion estación. resultar y haber de fiesta",0.86480916,0.2857142857142857
"Excelentes instalaciones",""Excelentes excelentes",0.6620958,0.5
"Estacion bien","estacion Estacion",0.84293973,0.5
"Una estación normal del metro de Madrid con intercambiador.","estación "Una tren común del metro de Madrid con intercambiador."",0.91759133,0.625
"Si tienes tiempo y te gustaría vivir una experiencia laberíntica, visita esta estación de metro e intenta hacer transbordo entre la línea 1 y la 10.","Si existir tienes experiencia y te gustaría vivir una laberíntica, visita esta tiempo de metro e intenta hacer entre visita la cable 1 y la 10.",0.91033137,0.7058823529411765
"Estación normal de metro que cuenta con las líneas 1 y 10. Mejor estación para ir de compras a la calle Fuencarral y al Museo de Historia de Madrid.","Estación común de Historia tren subterráneo que calle carrera con las líneas 1 y 10. Mejor para ir de a la Fuencarral estacion y al Museo de 10 de Madrid.",0.79336774,0.6
"¡Todo para el pueblo! Gracias por la conveniente estación.","estación. para gente el pueblo! por la conveniente ¡Todo",0.93180597,0.6666666666666666
"¡Creo que no hay ascensor!","¡Creo que ascensor! no no",0.9303558,0.75
"está bien","está bien",0.9999999,1.0
"esepsional","esepsional",1.0,1.0
"Me gusta","Me gusta",1.0000001,1.0
"Buenas instalaciones y buena atención.","Buenas instalaciones instalaciones y buena",0.9309119,0.75
"Buena estacion limpia pero sin seguridad se puede colar fácilmente porque tampoco hay camaras","Buena estacion limpia pero deslizar sin seguridad se colar puede fácil porque tampoco camaras",0.9653244,0.6666666666666666
"Como la mayoría de estaciones de Metro, limpio ordenado, linea 5 de Metro Alameda de Ozuna - Casa de Campo","Como la mayoría de estaciones de Metro, preciso ordenado, linea 5 tren subterráneo de - Alameda de Metro Casa de Campo",0.8965553,0.6428571428571429
"Los vestíbulos de esta estación de metro son algo pequeñas.","estacion vestíbulos de esta estación de metro canción algo "Los",0.8498757,0.5
"Lo mejor: El barrio, los trenes... Lo peor: No hay ascensor","Lo mejor: barrio El barrio, los trenes... Lo ascensor No peor:",0.96252835,0.8571428571428571
"Bien","bien",1.0000002,1.0
"algo lenta pero bien","algo lenta pero bien",1.0000001,1.0
"Urgel es una estación de metro de Madrid en Madrid al lado del parque de San Isidro en Madrid España Como la mayoría de estaciones de Metro, limpia y ordenada, la línea 5 de Metro Alameda de Ozuna - Casa de Campo Una estación de la línea 5 en el barrio de Carabanchel, muy cerca de el reconocido parque de San Isidro, donde se desarrollan las fiestas de esta comunidad, estación no dotada de servicios para personas con movilidad reducida y equipada con desfibrilador y punto de carga para teléfonos móviles con 4 salidas en la estación Línea 5 del Metro que se encuentra bastante viejo. No dispone de ascensor, pero sí de cobertura móvil.","Urgel una ordenada de Madrid de tren en Madrid estación ascensor borde ascensor, para mayoria de cuerpo Isidro en Madrid España madrid Como la mayoría de dispone de Metro, limpia aluminio y ordenada, la dotada de no de tren subterráneo San paseo de Ozuna - Casa de ascensor salidas Una estación de estacion la línea 5 en el de Carabanchel, muy alambrada de el reconocido subterráneo para bebés de San estaciones donde se madrid estacion desarrollan las de esta móvil. bebés estación no 5 de servicios para pueblo con reducida y con desfibrilador y tanto de carga para móviles con estacion en la estación cable 5 del tren subterráneo que se encuentra bastante viejo. No dispone de parque pero sí de aplicación comunidad,",0.84723115,0.5714285714285714
"Estación metro usera con ascensores para personas con movilidad reducida o personas mayores muchísimas escaleras mecánicas una historia de Marcelo de usera y Sánchez muy maravillosa con cajero automático y con 2 salidas o entradas en diferentes puntos de usera las personas en ocaciones llegan brincando los torniquetes","Estación tren usera cajero con ascensores para con movilidad subterráneo reducida o maravillosa mayores entradas escaleras mecánicas una historia de Marcelo de usera usera y Sánchez muy con cajero cajero y con salidas o muchísimas en diferentes punto de usera las personas en ocaciones personas brincando los torniquetes",0.86979365,0.7333333333333333
"Usera es una estación de la Línea 6 del Metro de Madrid situada bajo la calle de Amparo Usera, en el distrito de igual nombre. Los nuevos ascensores instalados entraron en pleno servicio a mediados de abril de 2008. Con ellos se evitan los largos tramos de escaleras debidos a la importante profundidad de la estación. La decoración de la estación, tiene motivos de origen oriental, dado el origen de muchos de los vecinos del distrito (China).","abril es una estación tramos de la cable 6 del nombre. tren subterráneo de Madrid situada bajo la de Amparo entraron en el decoración de igual tiene Los nuevos ascensores total instalados Usera, en pleno a mediados de Usera de 2008. Con ellos se Popular China los largos tramos de escaleras a la estación. profundidad de la grande La estacion tiene de la estación, tiene motivos de cuna dado el cuna de muchos de los vecinos del distrito (China).",0.803163,0.6444444444444445
"Hay de todo","todo de todo",0.8878722,0.5
"Metro con aspecto de mucho uso, con muchas escaleras. Entiendo que es obligatorio que haya tantas escaleras, pero el aspecto y sensación que da es de zona pobre y descuidada.","Metro con aspecto de mucho uso, con muchas escaleras. descuidada que obligatorio que haya tantas escaleras, subterráneo tren pero el presencia y obligatorio que da es de área triste y descuidada.",0.9442338,0.55
"Es un sitio normal Se pude pasar un rato agradable","habitual un puesto recrudecerse Se pude ocurrir un rato agradable",0.69544077,0.2727272727272727
"Muy bonito agradable su gente muy amables y acogedora","Muy precioso grato su amables personas amables y acogedora",0.7289853,0.3333333333333333
"Un poco descuidada la estación pero funcional","Un ligeramente la estación pero descuidada funcional",0.94645673,0.6
"Bien","bien",1.0000002,1.0
"Muy buena estación, ole","Muy estacion buena estación,",0.928089,0.75
"Buen sitio.","posición sitio."",0.70142895,0.3333333333333333
"Un asco los pises de por la noche...","Un noche... los de por Nox la asco",0.84450626,0.5
"Tiene seguridad.","seguridad. determinación",0.6713954,0.3333333333333333
"Facil acceso.","acceso." entrada",0.6254116,0.3333333333333333
"Una estación muy interesante con un elemento perfecto que la da vid Ulla ","Una estación sustancialmente con componente un ulla absoluto que la da vid Ulla",0.7982918,0.36363636363636365
"Tranquilo lugar y agradable para perros","grato y lugar lugar para perros",0.76680446,0.4
"Bonito LUGAR",""Bonito cautivador",0.61780626,0.3333333333333333
"Esta muy bien comunicado",""Esta comunicado bien comunicado"",0.89692134,0.6666666666666666
"Súper","extra",0.3639869,0.0
"Como todos","Como todos",0.9999999,0
"Estación de metro Madrid de una arquitectura vanguardista para sus 20 años. Imágenes @Jalocam","@Jalocam de tren subterráneo Madrid de una arquitectura vanguardista para sus 20 años. Imágenes Estación",0.89373505,0.7272727272727273
"Estación de metro muy espaciosa y de arquitectura llamativa que da servicio al barrio del mismo nombre a través de L7.","Estación espaciosa subterráneo de metro considerablemente tren y de L7. que da servicio barrio del mismo mismo nombre a través de llamativa",0.93809646,0.6666666666666666
"Muy bien","Muy sustancialmente",0.6159763,0.3333333333333333
"Buena estacion de metro, con amplios andenes. Linea 7 Espectaculares ""ojos"" entre plantas debido a la diferencia de  altura entre los vestibulos de entrada  y los andenes.",""Buena diferencia entrada de metro, con andenes." andenes. Espectaculares ""ojos"" entre plantas adeudado a la diferencia de altura entre los vestibulos de estacion y los amplios andenes",0.9586468,0.75
"Metro de 3 salidas, una de ellas con ascensor, bien cuidado y limpio. Solo linea 7 pero suficiente","Metro de limpio. 3 salidas, una de ellas con ascensor, bien y solitario solitario linea 7 pero suficiente",0.9291419,0.75
"Le falta una buena actualización con ascensor","Le buena una fallo buena con ascensor",0.86016,0.4
"Estación de metro que pertenece a la línea 4. Tiene 2 salidas a la calle. No dispone de ascensores. Dispone de cobertura móvil. Suele estar siempre transitada de gente.","Estación de metro que pertenece a cable la 4. personas calle salidas a la calle. dispone de ascensores. Dispone de cobertura móvil. 2 haber perpetuamente transitada de gente.",0.8995675,0.5652173913043478
"Como estación de Metro está bien equipada y la frecuencia del transporte es buena. Siempre hay empleados en función del trabajo que se genera en la misma.","Como estación de Metro equipada bien y la frecuencia del transporte es buena. Siempre hay empleados en transporte oficio del frecuencia trabajo que se en la misma.",0.9614841,0.8235294117647058
"Una pena que no tenga cobertura, aún así es perfecta para echarte una cervecita antes de entrar a la sala Goya.","Una pena que es cobertura, aún así tenga perfecta para echarte una común antes de participar a la sala no cervecita Goya.",0.9458123,0.8125
"Sobre todo mucha limpieza en el metro","Sobre tren subterráneo limpieza mucha todo en el",0.76442045,0.5
"Cómodo","comodo",1.0,1.0
"Un metro sin acceso a personas con movilidad reducida. Lugar turístico para hacerse una buena foto de Madrid","Un Madrid sin entrada a personas con movilidad reducida. Lugar turístico para simular una buena foto de metro",0.9781871,0.6923076923076923
